文件名,物品ID 中文名,匹配方式
icon200060.png,200060 木质沙灵守卫雕像,图标列
icon200061.png,200061 银质沙灵守卫雕像,图标列
icon200062.png,200062 金质沙灵守卫雕像,图标列
icon200063.png,200063 木质熔岩巨人雕像,图标列
icon200064.png,200064 银质熔岩巨人雕像,图标列
icon200065.png,200065 金质熔岩巨人雕像,图标列
icon200066.png,200066 木质硫磺弓手雕像,图标列
icon200067.png,200067 银质硫磺弓手雕像,图标列
icon200068.png,200068 金质硫磺弓手雕像,图标列
icon200069.png,200069 木质萌眼叮叮雕像,图标列
icon200070.png,200070 银质萌眼叮叮雕像,图标列
icon200071.png,200071 金质萌眼叮叮雕像,图标列
icon200072.png,200072 木质萌眼咚咚雕像,图标列
icon200073.png,200073 银质萌眼咚咚雕像,图标列
icon200074.png,200074 金质萌眼咚咚雕像,图标列
icon200075.png,200075 木质萌眼当当雕像,图标列
icon200076.png,200076 银质萌眼当当雕像,图标列
icon200077.png,200077 金质萌眼当当雕像,图标列
icon200078.png,200078 木质萌眼咻咻雕像,图标列
icon200079.png,200079 银质萌眼咻咻雕像,图标列
icon200080.png,200080 金质萌眼咻咻雕像,图标列
icon200081.png,200081 木质冰灵守卫雕像,图标列
icon200082.png,200082 银质冰灵守卫雕像,图标列
icon200083.png,200083 金质冰灵守卫雕像,图标列
icon200084.png,200084 木质寒霜野人祭司雕像,图标列
icon200085.png,200085 银质寒霜野人祭司雕像,图标列
icon200086.png,200086 金质寒霜野人祭司雕像,图标列
icon200087.png,200087 木质小型海盗船雕像,图标列
icon200088.png,200088 银质小型海盗船雕像,图标列
icon200089.png,200089 金质小型海盗船雕像,图标列
icon200090.png,200090 木质中型海盗船雕像,图标列
icon200091.png,200091 银质中型海盗船雕像,图标列
icon200092.png,200092 金质中型海盗船雕像,图标列
icon200093.png,200093 木质大型海盗船雕像,图标列
icon200094.png,200094 银质大型海盗船雕像,图标列
icon200095.png,200095 金质大型海盗船雕像,图标列
icon200096.png,200096 羽蛇神雕像,图标列
icon200097.png,200097 远古黑龙雕像,图标列
icon200098.png,200098 远古巨人雕像,图标列
icon200099.png,200099 虚空幻影雕像,图标列
icon200100.png,200100 冰陨巨魔雕像,图标列
icon200108.png,200108 石锅,图标列
icon200109.png,200109 烹饪台,图标列
icon200112.png,200112 浆果,图标列
icon200113.png,200113 丰硕浆果,图标列
icon200115.png,200115 西瓜,图标列
icon200116.png,200116 丰硕西瓜,图标列
icon200119.png,200119 番茄,图标列
icon200120.png,200120 丰硕番茄,图标列
icon200122.png,200122 胡萝卜,图标列
icon200123.png,200123 丰硕胡萝卜,图标列
icon200125.png,200125 南瓜,图标列
icon200126.png,200126 丰硕南瓜,图标列
icon200129.png,200129 草莓,图标列
icon200130.png,200130 丰硕草莓,图标列
icon200132.png,200132 莲藕,图标列
icon200133.png,200133 丰硕莲藕,图标列
icon200135.png,200135 沙棘,图标列
icon200136.png,200136 丰硕沙棘,图标列
icon200138.png,200138 葡萄,图标列
icon200139.png,200139 丰硕葡萄,图标列
icon200142.png,200142 丰硕玉米,图标列
icon200144.png,200144 青瓜,图标列
icon200145.png,200145 丰硕青瓜,图标列
icon200148.png,200148 丰硕番薯,图标列
icon200150.png,200150 水稻穗,图标列
icon200151.png,200151 丰硕水稻穗,图标列
icon200153.png,200153 独葵,图标列
icon200154.png,200154 丰硕独葵,图标列
icon200156.png,200156 萝卜王,图标列
icon200157.png,200157 丰硕萝卜王,图标列
icon200160.png,200160 餐盘,图标列
icon200161.png,200161 野餐篮,图标列
icon200163.png,200163 粗制洒水器,图标列
icon200164.png,200164 标准洒水器,图标列
icon200165.png,200165 加强洒水器,图标列
icon200167.png,200167 日光番茄,图标列
icon200168.png,200168 丰硕日光番茄,图标列
icon200170.png,200170 杂交水稻穗,图标列
icon200171.png,200171 丰硕杂交水稻穗,图标列
icon200173.png,200173 彩虹草莓,图标列
icon200174.png,200174 丰硕彩虹草莓,图标列
icon200176.png,200176 水晶西瓜,图标列
icon200177.png,200177 丰硕水晶西瓜,图标列
icon200180.png,200180 阳光青提,图标列
icon200181.png,200181 丰硕阳光青提,图标列
icon200183.png,200183 精致玉米,图标列
icon200184.png,200184 丰硕精致玉米,图标列
icon200186.png,200186 冰果,图标列
icon200187.png,200187 丰硕冰果,图标列
icon200190.png,200190 烈焰瓜,图标列
icon200191.png,200191 丰硕烈焰瓜,图标列
icon200200.png,200200 冰焰双果披萨,图标列
icon200201.png,200201 西瓜沙棘慕斯,图标列
icon200202.png,200202 阳光青提舒芙蕾,图标列
icon200203.png,200203 彩虹草莓千层,图标列
icon200204.png,200204 汉堡,图标列
icon200205.png,200205 青瓜鸡蛋饼,图标列
icon200206.png,200206 浆果松饼,图标列
icon200207.png,200207 独葵蜂蜜饼干,图标列
icon200208.png,200208 葡萄干吐司,图标列
icon200209.png,200209 草莓蛋糕,图标列
icon200210.png,200210 牛角包,图标列
icon200211.png,200211 面包,图标列
icon200212.png,200212 超级米发糕,图标列
icon200213.png,200213 日光番茄佛卡夏,图标列
icon200214.png,200214 胡萝卜南瓜盅,图标列
icon200215.png,200215 莲藕核桃糕,图标列
icon200216.png,200216 木餐盘,图标列
icon200217.png,200217 高脚餐盘,图标列
icon200218.png,200218 餐点展示柜,图标列
icon200220.png,200220 玉米垛,图标列
icon200221.png,200221 囤积箱,图标列
icon200222.png,200222 囤积桶,图标列
icon200248.png,200248 符文祭坛; 200251 破损的祭坛,图标列
icon200249.png,200249 星尘传送门,图标列
icon200250.png,200250 暗影铁栏,图标列
icon200253.png,200253 幻觉菇,图标列
icon200254.png,200254 荧菇,图标列
icon200257.png,200257 菇排,图标列
icon200258.png,200258 炸蘑菇,图标列
icon200259.png,200259 荧菇炖汤,图标列
icon200260.png,200260 星光面包,图标列
icon200261.png,200261 星辉花饼,图标列
icon200262.png,200262 荧藻冻,图标列
icon200263.png,200263 星斑野猪排,图标列
icon200369.png,200369 封闭的木板,图标列
icon200371.png,200371 蜡烛灯,图标列
icon200375.png,200375 木板凳,图标列
icon200376.png,200376 木桌子,图标列
icon200377.png,200377 木沙发,图标列
icon200379.png,11857 储存箱,图标列
icon200382.png,200382 虚空果实; 200383 虚空果实预留; 200384 虚空果实预留; 200385 虚空果实预留; 200386 虚空果实预留; 200387 虚空果实预留; 200388 虚空果实预留,图标列
icon200389.png,200389 虚空超级无敌大漩涡炸弹,图标列
icon200393.png,200393 虚空果树种子,图标列
icon200394.png,200394 虚空风铃花种子,图标列
icon200395.png,200395 虚空风铃花,图标列
icon200396.png,200396 虚空龙爪草种子,图标列
icon200397.png,200397 虚空龙爪草,图标列
icon200398.png,200398 虚空星辰花,图标列
icon200399.png,200399 虚空若兰,图标列
icon200400.png,200400 虚空龙血花,图标列
icon200401.png,200401 虚空龙血树,图标列
icon200402.png,200402 虚空风信子,图标列
icon200403.png,200403 虚空黄钟花,图标列
icon200404.png,200404 虚空忘忧草,图标列
icon200405.png,200405 虚空雪滴花,图标列
icon200406.png,200406 虚空月季,图标列
icon200407.png,200407 虚空冬温花,图标列
icon200408.png,200408 虚空彼岸花,图标列
icon200411.png,200411 虚空晶体,图标列
icon200412.png,200412 虚空鲜奶,图标列
icon200417.png,200417 虚空之花,图标列
icon200418.png,200418 土笋种子,图标列
icon200419.png,200419 紫苏种子,图标列
icon200421.png,200421 虚空蝴蝶玻璃瓶,图标列
icon200422.png,200422 虚空兽肉,图标列
icon200429.png,200429 神灵石像,图标列
icon200430.png,200430 许愿星; 200431 许愿星,图标列
icon200440.png,200440 电脑,图标列
icon200441.png,200441 僵尸召唤器,图标列
icon201002.png,12735 相册,图标列
icon201003.png,201003 相框; 201007 内部相框,图标列
icon201004.png,,
icon201005.png,12737 花海相册,图标列
icon201006.png,201006 奇遇相框,图标列
icon201011.png,201011 烘焙箱,图标列
icon201014.png,201014 草原部落图腾,图标列
icon201015.png,201015 沙漠部落图腾,图标列
icon201016.png,201016 渔村部落图腾,图标列
icon201017.png,201017 养殖旗帜,图标列
icon201018.png,13160 生物蛋-陈旧的扫把; 201018 陈旧的扫把,图标列
icon201019.png,201019 蘑菇村图腾,图标列
icon201020.png,201020 四叶草村图腾,图标列
icon20148.png,20148 敦煌飞天雕塑碎片,icon+ID
icon20149.png,20149 骆驼雕塑碎片,icon+ID
icon20150.png,20150 敦煌石窟碎片,icon+ID
icon201501.png,201501 田园衣柜,图标列
icon201502.png,201502 田园木箱,图标列
icon201503.png,201503 田园门,图标列
icon201504.png,201504 田园装饰窗,图标列
icon201505.png,201505 田园阶梯,图标列
icon201506.png,201506 田园木椅,图标列
icon201507.png,201507 纯白坐垫,图标列
icon201508.png,201508 田园单人床,图标列
icon201509.png,201509 红色方桌,图标列
icon20151.png,20151 莲花壁画碎片,icon+ID
icon201510.png,201510 田园壁灯,图标列
icon201511.png,201511 白布窗帘,图标列
icon201512.png,201512 田园壁炉,图标列
icon201513.png,201513 田园地毯,图标列
icon201514.png,201514 堤岸碎石,图标列
icon201515.png,201515 砖石路,图标列
icon201516.png,201516 白色花盆,图标列
icon20152.png,20152 飞天女壁画碎片,icon+ID
icon201528.png,201528 蓝白坐垫,图标列
icon201529.png,201529 蓝色花盆,图标列
icon20153.png,20153 九色鹿王壁画碎片,icon+ID
icon201530.png,201530 红色花盆,图标列
icon201531.png,201531 黄色方桌,图标列
icon201532.png,201532 蓝色方桌,图标列
icon201533.png,201533 绿色方桌,图标列
icon201534.png,201534 橙色瓦片,图标列
icon201535.png,201535 红色瓦片,图标列
icon201536.png,201536 黄色瓦片,图标列
icon201537.png,201537 黑色瓦片,图标列
icon201600.png,201600 星河地板,icon+ID
icon201601.png,201601 星河门,图标列
icon201602.png,201602 星河视窗,图标列
icon201603.png,201603 星河窗帘,图标列
icon201604.png,201604 星河小圆凳,图标列
icon201605.png,201605 星河沙发椅,图标列
icon201606.png,201606 星河大沙发,图标列
icon201607.png,201607 星河床,图标列
icon201608.png,201608 星河抽屉柜,图标列
icon201609.png,201609 星河衣橱,图标列
icon201610.png,201610 星河方桌,图标列
icon201611.png,201611 星河星象吊灯,图标列
icon201612.png,201612 星河壁炉,图标列
icon201613.png,201613 星河吊饰,图标列
icon201614.png,201614 星河地毯,图标列
icon201615.png,201615 星河写作台,图标列
icon201616.png,201616 星河水晶球,图标列
icon201620.png,201620 云朵门,图标列
icon201621.png,201621 云朵视窗,图标列
icon201622.png,201622 云朵天窗,图标列
icon201623.png,201623 云朵阶梯,图标列
icon201624.png,201624 云朵懒人沙发,图标列
icon201625.png,201625 云朵躺椅,图标列
icon201626.png,201626 云朵软床,图标列
icon201627.png,201627 云朵衣橱,图标列
icon201628.png,201628 云朵小储物箱,图标列
icon201629.png,201629 云朵大储物箱,图标列
icon201630.png,201630 云朵圆桌,图标列
icon201631.png,201631 云朵花盆,图标列
icon201632.png,201632 云朵壁灯,图标列
icon201633.png,201633 云朵吊灯,图标列
icon201634.png,201634 云朵地毯,图标列
icon201635.png,201635 云朵立牌,图标列
icon201636.png,201636 云朵场景摆件,图标列
icon201637.png,201637 云朵喷泉,图标列
icon201639.png,201639 奶牛凳子,图标列
icon201640.png,201640 狗狗茶几,图标列
icon201641.png,201641 宠物坐垫,图标列
icon201642.png,201642 宠物地垫,图标列
icon201643.png,201643 储物格,图标列
icon201644.png,201644 置物格,图标列
icon201645.png,201645 熊猫壁灯,图标列
icon201646.png,201646 兔子灯,图标列
icon201647.png,201647 猫猫顶灯,图标列
icon201648.png,201648 泡泡吊灯,图标列
icon201649.png,201649 树枝灯,图标列
icon201650.png,201650 平衡木,图标列
icon201652.png,201652 猫架基座,图标列
icon201653.png,201653 猫架柱板,图标列
icon201654.png,201654 猫架楼梯,图标列
icon201655.png,201655 猫架圆顶,图标列
icon201656.png,201656 猫架方箱,图标列
icon201660.png,201660 花小楼沙发,图标列
icon201661.png,201661 花小楼床,图标列
icon201662.png,201662 花小楼衣柜,图标列
icon201663.png,201663 花小楼方桌,图标列
icon201664.png,201664 花小楼暖炉,图标列
icon201665.png,201665 花小楼冰箱,图标列
icon201666.png,201666 花小楼方柜,图标列
icon201701.png,201701 蘑古石柱头,图标列
icon201702.png,201702 蘑古石柱身,图标列
icon201703.png,201703 蘑古石柱基座,图标列
icon201705.png,201705 暗影荧菇灯,图标列
icon201735.png,201735 星辉窗帘,图标列
icon201736.png,201736 星辉门,图标列
icon201737.png,201737 星辉窗,图标列
icon201738.png,201738 星辉圆桌,图标列
icon201739.png,201739 星辉椅,图标列
icon201740.png,201740 星辉衣柜,图标列
icon201741.png,201741 星辉储物箱,图标列
icon201742.png,201742 星辉床,图标列
icon201743.png,201743 星辉火盆灯,图标列
icon201744.png,201744 星辉书柜,图标列
icon201745.png,201745 星辉地毯,图标列
icon201747.png,201747 蘑菇门,图标列
icon201748.png,201748 蘑菇窗,图标列
icon201749.png,201749 蘑菇圆桌,图标列
icon201750.png,201750 蘑菇矮凳,图标列
icon201751.png,201751 蘑菇箱,图标列
icon201752.png,201752 蘑菇灯,图标列
icon201753.png,201753 蘑菇杂物柜,图标列
icon201754.png,201754 符文方块-赤红,图标列
icon201755.png,201755 符文方块-湛蓝,图标列
icon201756.png,201756 符文方块-碧绿,图标列
icon201757.png,201757 符文方块-耀黄,图标列
icon201758.png,201758 符文方块-幽紫,图标列
icon201759.png,201759 符文方块-无,图标列
icon201760.png,201760 蚀化召唤阵,图标列
icon201761.png,201761 星尘神像,图标列
icon201762.png,201762 破损的星尘神像,图标列
icon201763.png,201763 流星块,图标列
icon201766.png,201766 暗影铁栏门,图标列
icon201769.png,201769 蘑菇落地灯,图标列
icon201770.png,201770 蘑菇小圆桌,图标列
icon201771.png,201771 星辉小榻,图标列
icon201906.png,201906 蘑古碎石,图标列
icon201907.png,201907 蘑晶石矿,图标列
icon201908.png,201908 大蘑晶石矿,图标列
icon201909.png,201909 荧菇丛,图标列
icon201910.png,201910 荧菇作物,图标列
icon201911.png,201911 星辉花作物,图标列
icon201912.png,201912 星辉花,图标列
icon201913.png,201913 星辉三叶草作物,图标列
icon201914.png,201914 星辉三叶草,图标列
icon201915.png,201915 星辉四叶草,图标列
icon201916.png,201916 星芒麦作物,图标列
icon201917.png,201917 星芒麦(野外),图标列
icon201919.png,201919 晶髓花簇,icon+ID
icon201920.png,201920 蹦床菇,图标列
icon201921.png,201921 星露莓丛,图标列
icon201922.png,201922 星水草,图标列
icon201923.png,201923 星辉莲花,图标列
icon201924.png,201924 星辉浮藻,图标列
icon201925.png,201925 音乐菇,图标列
icon201926.png,201926 荧光藻,图标列
icon201930.png,201930 滑伞菇,图标列
icon20201.png,20201 单身汪,icon+ID
icon20202.png,20202 莉莉丝,icon+ID
icon21619.png,21619 装扮金钥,图标列
icon226.png,226 土笋,图标列
icon227.png,227 紫苏,图标列
icon228.png,228 独葵,图标列
icon229.png,229 玉米; 243 野生玉米; 1452 向阳花; 1453 红色忘忧草; 1454 龙血花; 1455 月季; 1456 小白菊; 1457 茶树; 1458 香蕉树; 1459 巨鳞羽果; 1460 芒果树; 1461 梨树; 1462 柑橘树; 1463 桃子树; 1464 水稻; 1465 玉米; 1466 番薯; 1467 南瓜; 1468 甘蔗; 1469 满的蜂巢; 1470 辣椒树; 1471 棉花树; 1472 果树; 1473 落叶松; 1474 白杨树; 1475 红杉树; 1476 楠树; 1477 胡桃树; 1478 食用小蘑菇; 1479 食用小红菇; 1480 咖啡豆树; 1481 红杉果树; 1482 氧气果树; 1483 橙色忘忧草; 1484 灰色忘忧草; 1485 粉色忘忧草; 1486 胡萝卜; 1493 向阳花（苗）; 1494 红色忘忧草（苗）; 1495 橙色忘忧草（苗）; 1496 灰色忘忧草（苗）; 1497 粉色忘忧草（苗）; 1498 龙血花（苗）; 1499 月季（苗）; 1500 小白菊（苗）; 1501 巨鳞羽果（苗）; 1502 南瓜（苗）; 1503 果木树苗; 1504 落叶松树苗; 1505 白杨树苗; 1506 胡桃树苗; 1507 胡杨树; 1508 胡杨树苗; 1509 芦荟; 1510 花生; 1511 大麦; 1512 芝麻; 1513 生菜; 1514 甜菜; 1515 西红柿; 1516 高丹草; 1517 甘蓝; 1518 玉米; 1519 青椒; 1520 小地星; 1521 萝卜; 1522 花椰菜; 1523 韭菜; 1524 红枣; 1525 野萝卜; 1526 油菜花; 1527 青稞; 1528 椰树; 1529 覆盆子; 1530 蛋黄果; 1531 红高粱; 1532 圆椒; 1533 豌豆; 1534 蓝莓; 1535 草莓; 1536 菠萝; 1537 葡萄; 1538 樱桃; 1539 灵芝; 1540 火龙果; 1541 五彩椒; 1542 网盖红褶伞; 1543 人参; 200141 玉米,图标列
icon230.png,230 巨布鲁果,icon+ID
icon231.png,231 巨布鲁果苗,图标列
icon232.png,232 气根,图标列
icon234.png,234 水稻,图标列
icon235.png,235 光须茸草,图标列
icon236.png,236 青瓜,图标列
icon237.png,237 红杉果,图标列
icon238.png,238 荆棘草,图标列
icon239.png,239 巨鳞羽果,icon+ID
icon240.png,240 巨鳞羽果苗,图标列
icon241.png,241 番薯; 200147 番薯,图标列
icon242.png,242 仙人掌茎,icon+ID
icon243.png,243 野生玉米,icon+ID
icon244.png,244 圣诞树,图标列
icon245.png,245 水草,图标列
icon246.png,246 海带,图标列
icon24601.png,24601 定制装扮特权卡,图标列
icon247.png,247 漂浮的花瓣,图标列
icon248.png,248 漂浮的木板,图标列
icon24806.png,24806 装扮碎片,图标列
icon249.png,249 松果,图标列
icon250.png,250 荷花,图标列
icon2518.png,,
icon2519.png,,
icon2540.png,,
icon2541.png,,
icon2542.png,,
icon2544.png,,
icon2545.png,,
icon2546.png,,
icon2547.png,,
icon2548.png,,
icon2549.png,,
icon2550.png,,
icon2551.png,,
icon2552.png,,
icon2553.png,,
icon2554.png,,
icon2555.png,,
icon2556.png,,
icon2557.png,,
icon2558.png,,
icon2559.png,,
icon2560.png,,
icon2561.png,,
icon2562.png,,
icon2563.png,,
icon2564.png,,
icon258.png,258 珍木树叶,icon+ID
icon259.png,259 珍木树苗,图标列
icon263.png,263 星光孢子种子,图标列
icon269.png,269 荧光彩色草,图标列
icon27.png,27 远方的漂流瓶,图标列
icon293.png,293 茸草,图标列
icon295.png,295 大椰子,icon+ID
icon297.png,297 异化大椰子,icon+ID
icon298.png,298 燃烧的小火炬,图标列
icon299.png,299 熄灭的小火炬,图标列
icon300.png,300 风铃花; 62436 变质向阳花,图标列
icon301.png,301 若兰,图标列
icon302.png,302 星辰花,图标列
icon303.png,303 龙血花; 62418 龙血花,图标列
icon304.png,304 风信子,图标列
icon305.png,305 龙爪草,图标列
icon306.png,306 龙血树,图标列
icon307.png,307 红色忘忧草,图标列
icon308.png,308 橙色忘忧草,图标列
icon309.png,309 灰色忘忧草,图标列
icon31.png,31 坚固冰棱,图标列
icon310.png,310 粉色忘忧草,图标列
icon3101.png,13100 生物模型; 13101 野人战士,图标列
icon3102.png,13102 野萌宝,图标列
icon3105.png,13105 野人投矛手; 15050 投射物-野人投矛手; 15539 投射物-蜘蛛,图标列
icon3107.png,13107 蝙蝠,图标列
icon3108.png,13108 游戏版本过低,图标列
icon3109.png,13109 爆爆蛋,图标列
icon311.png,311 雪滴花,图标列
icon3117.png,,
icon312.png,312 黄钟花,图标列
icon3121.png,,
icon313.png,313 月季; 62419 野蔷薇,图标列
icon3130.png,13130 熔岩巨人,图标列
icon3131.png,13131 硫黄弓手; 15051 投射物-硫黄弓手; 15068 投射物-混乱弓手,图标列
icon32.png,32 脆冰棱,图标列
icon3309.png,,
icon3310.png,,
icon3311.png,,
icon3312.png,,
icon3313.png,,
icon332.png,11873 树枝,图标列
icon3400.png,10124 生物蛋模板; 13315 生物蛋-活化生物1; 13316 生物蛋-活化生物2; 13400 生物蛋-嘟嘟鸟,图标列
icon3401.png,13401 生物蛋-沃沃兽; 13426 生物蛋-驯服的沃沃兽,图标列
icon3402.png,13402 生物蛋-墩墩; 62105 墩墩,图标列
icon3403.png,13403 生物蛋-角鹿,图标列
icon3404.png,13404 生物蛋-马,图标列
icon3405.png,,
icon3406.png,62107 生物蛋道具7,图标列
icon3407.png,13407 生物蛋-狐狸; 13408 生物蛋-灵狐; 13432 生物蛋-驯服的灵狐; 62108 生物蛋道具8,图标列
icon3408.png,62109 生物蛋道具9,图标列
icon3409.png,13409 生物蛋-企鹅; 62110 生物蛋道具10,图标列
icon3410.png,62111 生物蛋道具11,图标列
icon3411.png,13411 生物蛋-野生鸵鸟; 13427 生物蛋-驯服的鸵鸟; 62112 生物蛋道具12,图标列
icon3412.png,13412 生物蛋-野生冰熊; 13428 生物蛋-驯服的冰熊; 62113 生物蛋道具13,图标列
icon3413.png,13413 生物蛋-野生速龙; 13429 生物蛋-驯服的速龙; 62114 生物蛋道具14,图标列
icon3414.png,62115 生物蛋道具15,图标列
icon3415.png,62116 生物蛋道具16,图标列
icon344.png,344 玉米粉,图标列
icon346.png,346 巨型扇贝,图标列
icon347.png,347 败草,图标列
icon3501.png,13365 生物蛋-星尘境虚空使徒; 13366 生物蛋-星尘境虚空使祭司; 13367 生物蛋-星尘境虚空使大祭司; 13501 生物蛋-虚空使徒; 13934 生物蛋-虚空使徒; 13946 极光; 13947 虚空分身,图标列
icon3502.png,15054 投射物-黑龙火球; 15055 投射物-黑龙熔岩石柱; 15056 投射物-黑龙熔岩球; 15057 投射物-混乱召唤球; 15058 投射物-小外星人A; 15059 投射物-小外星人B; 15060 投射物-小外星人C; 15061 投射物-萌眼叮叮; 15062 投射物-萌眼咚咚; 15063 投射物-萌眼当当; 15064 投射物-萌眼叮咚; 15065 投射物-萌眼叮当; 15066 投射物-萌眼咚当; 15067 投射物-萌眼咻咻; 15072 投射物-年兽boss; 15073 投射物-沙球; 15074 投射物-沙矛; 15075 投射物-骆驼口水; 15077 超级直球; 15600 羽蛇神投掷物; 15601 机械boss头部火球; 15602 机械boss左手钻头; 15603 机械精英炮兵左手投掷物; 15604 机械精英炮兵回血投掷物; 15605 机械小怪发射投掷物,图标列
icon363.png,363 按钮-触碰; 11869 星能装置,图标列
icon364.png,364 按钮-普通,图标列
icon373.png,373 钥匙门,图标列
icon378.png,378 乔木果,图标列
icon381.png,381 腐化败草,图标列
icon3810.png,,
icon3812.png,,
icon3813.png,,
icon3814.png,,
icon382.png,382 雨林乔木树苗,图标列
icon38201.png,38201 至暗时刻,icon+ID
icon38202.png,38202 小魔女,icon+ID
icon383.png,383 香蕉树苗,图标列
icon384.png,384 香蕉树叶,图标列
icon385.png,385 香蕉方块,图标列
icon386.png,386 香蕉树干,图标列
icon388.png,388 星点草,图标列
icon3881.png,13430 生物蛋-驯服的焱焱蟹; 13881 生物蛋-焱焱蟹,图标列
icon3883.png,13431 生物蛋-驯服的雀莺; 13883 生物蛋-雀莺,图标列
icon3885.png,13885 红薇蝶,图标列
icon3886.png,13886 兰青蝶,图标列
icon3887.png,13887 香粉蝶,图标列
icon3888.png,13888 白香蝶,图标列
icon3889.png,13889 龙信蝶,图标列
icon3890.png,13890 舌钟蝶,图标列
icon3892.png,13892 符文怪,图标列
icon390.png,390 花纹细柱; 11870 装饰方块,图标列
icon390000.png,390000 课桌,图标列
icon390001.png,390001 课椅,图标列
icon390002.png,390002 讲台,图标列
icon390003.png,390003 教室门牌,图标列
icon390004.png,390004 条形吊灯,图标列
icon390005.png,390005 时钟,图标列
icon390006.png,390006 铁网围栏,图标列
icon390007.png,390007 教室门,图标列
icon390008.png,390008 学校储物柜,图标列
icon390009.png,390009 画板,图标列
icon390012.png,390012 木框玻璃窗,图标列
icon390022.png,390022 运动场围栏门,图标列
icon390025.png,390025 [水墨]荷花,图标列
icon390026.png,390026 [水墨]深色中式窗,图标列
icon390027.png,390027 [水墨]深色中式门,图标列
icon390028.png,390028 [水墨]棋盘石桌,图标列
icon390029.png,390029 [水墨]石凳,图标列
icon390031.png,390031 [水墨]白石头围栏,图标列
icon390032.png,390032 [水墨]屏风-黄花,图标列
icon390033.png,390033 [水墨]屏风-黄叶,图标列
icon390034.png,390034 [水墨]屏风-梅花,图标列
icon390035.png,390035 [水墨]屏风-竹,图标列
icon390036.png,390036 [水墨]中式床,图标列
icon390037.png,390037 [水墨]中式沙发,图标列
icon390038.png,390038 [水墨]中式书桌,图标列
icon390039.png,390039 [水墨]中式餐桌,icon+ID
icon390040.png,390040 [水墨]中式茶几,图标列
icon390041.png,390041 [水墨]中式洗手台,图标列
icon390042.png,390042 [水墨]中式椅子,图标列
icon390043.png,390043 [水墨]中式马桶,图标列
icon390044.png,390044 [水墨]中式浴缸,图标列
icon390045.png,390045 [水墨]中式衣柜,图标列
icon390046.png,390046 [水墨]中式橱柜,图标列
icon390047.png,390047 [水墨]中式半格橱柜,图标列
icon390048.png,390048 [水墨]中式组合柜,图标列
icon390049.png,390049 [水墨]中式立体灯,图标列
icon390050.png,390050 [水墨]中式吊灯,图标列
icon390051.png,390051 [水墨]中式壁灯,图标列
icon390052.png,390052 [水墨]中式门,图标列
icon390053.png,390053 [水墨]中式窗,图标列
icon390054.png,390054 [水墨]中式围栏,图标列
icon390055.png,390055 [水墨]廊窗,图标列
icon390056.png,390056 [水墨]挂落边靠,图标列
icon390057.png,390057 [水墨]挂落,图标列
icon390058.png,390058 [水墨]盆栽,图标列
icon390059.png,390059 [水墨]中式楼梯,图标列
icon390060.png,390060 [水墨]景观石一,图标列
icon390061.png,390061 [水墨]景观石二,图标列
icon390062.png,390062 [水墨]景观石三,图标列
icon390063.png,390063 [水墨]景观石四,图标列
icon390064.png,390064 [水墨]景观石五,图标列
icon390066.png,390066 [水墨]抱鼓石,图标列
icon390067.png,390067 [水墨]松树,图标列
icon390068.png,390068 [水墨]桃树,图标列
icon390069.png,390069 [水墨]竹子,图标列
icon390070.png,390070 [水墨]柱台,图标列
icon390071.png,390071 [水墨]枫树,图标列
icon390072.png,390072 [水墨]鸱吻,图标列
icon390073.png,390073 [水墨]兰草,图标列
icon390074.png,390074 [水墨]石灯,图标列
icon390075.png,390075 [水墨]石灯二,图标列
icon390076.png,390076 [水墨]地毯,图标列
icon390077.png,390077 [水墨]窗帘,图标列
icon390078.png,390078 [水墨]牌匾,图标列
icon390079.png,390079 [水墨]挂画,图标列
icon390081.png,390081 [水墨]鼓,图标列
icon390082.png,390082 [水墨]古筝,图标列
icon390083.png,390083 [水墨]书柜,图标列
icon390084.png,390084 [水墨]装画卷的缸,图标列
icon390085.png,390085 [水墨]高脚凳,图标列
icon390086.png,390086 [水墨]书椅,图标列
icon390087.png,390087 [水墨]笔架,图标列
icon390088.png,390088 [水墨]竹筏,图标列
icon390089.png,390089 [水墨]芦苇,图标列
icon390090.png,390090 [水墨]油纸伞,图标列
icon390091.png,390091 [水墨]青绿荷花,图标列
icon390092.png,390092 [水墨]青花瓷茶壶,图标列
icon390093.png,390093 [水墨]青花瓷茶杯,图标列
icon390094.png,390094 [水墨]青花瓷盘子（横）,图标列
icon390095.png,390095 [水墨]青花瓷盘子（竖）,图标列
icon390096.png,390096 [水墨]青花瓷碗,图标列
icon390097.png,390097 [水墨]小型青花瓷瓶,图标列
icon390098.png,390098 [水墨]中小型青花瓷瓶,图标列
icon390099.png,390099 [水墨]中型青花瓷瓶,图标列
icon390100.png,390100 [水墨]中大型青花瓷瓶,图标列
icon390101.png,390101 [水墨]大型青花瓷瓶,图标列
icon390102.png,390102 [水墨]大型青花瓷缸,图标列
icon390103.png,390103 [水墨]大型储物箱（横）,图标列
icon390104.png,390104 [水墨]灯笼,图标列
icon390105.png,390105 [水墨]大型储物箱（竖）,图标列
icon390106.png,390106 [水墨]纸窗,图标列
icon390107.png,390107 [水墨]竹帘,图标列
icon390108.png,390108 [水墨]纸门,图标列
icon390111.png,390111 路障雪糕筒,图标列
icon390112.png,390112 铁梯子,图标列
icon390113.png,390113 修补铁板,图标列
icon390114.png,390114 垃圾桶,图标列
