文件名,方块ID 中文名,匹配方式
mushroom_plank_horizontal.png,169021 菌菇板楼梯,贴图列精确
mushroom_plank_horizontal_mix.png,169021 菌菇板楼梯,贴图列+_mix
mushroom_plank_mix.png,160034 菌菇板; 161021 菌菇板薄板; 162022 菌菇板竖薄板; 163023 菌菇板斜板; 164022 菌菇板竖板; 165022 菌菇板薄斜板; 166022 菌菇板大薄斜板; 167022 菌菇板竖薄斜板; 168022 菌菇板竖大薄斜板; 170045 菌菇板三棱柱; 171045 菌菇板弧板; 172045 菌菇板薄弧板; 173045 菌菇板大薄弧板; 174045 菌菇板竖薄弧板; 175045 菌菇板大竖薄弧板; 176045 菌菇板棱锥,贴图列+_mix
mushroom_red.png,1478 食用小蘑菇; 1479 食用小红菇,贴图列+_red
mushroom_redpoisonous.png,465 洋红毒菇,贴图列精确
mushroom_redpoisonous_mix.png,465 洋红毒菇,贴图列+_mix
mushroomcabinet.png,201753 蘑菇杂物柜,贴图列精确
mushroomcabinet_mix.png,201753 蘑菇杂物柜,贴图列+_mix
mushroomcap.png,201706 菇伞块; 201707 菇伞染色块; 201708 菇伞染色块; 201709 菇伞染色块; 201710 菇伞染色块; 201711 菇伞染色块; 201712 菇伞染色块; 201713 菇伞染色块; 201714 菇伞染色块; 201715 菇伞染色块; 201716 菇伞染色块; 201717 菇伞染色块; 201718 菇伞染色块; 201719 菇伞染色块; 201720 菇伞染色块; 201721 菇伞染色块; 201722 菇伞染色块; 201723 菇伞染色块; 201724 菇伞染色块; 201725 菇伞染色块; 201726 菇伞染色块; 201727 菇伞染色块; 201728 菇伞染色块; 201729 菇伞染色块; 201730 菇伞染色块; 201731 菇伞染色块; 201732 菇伞染色块; 201733 菇伞染色块; 201734 菇伞染色块,贴图列精确
mushroomcap_mix.png,201706 菇伞块; 201707 菇伞染色块; 201708 菇伞染色块; 201709 菇伞染色块; 201710 菇伞染色块; 201711 菇伞染色块; 201712 菇伞染色块; 201713 菇伞染色块; 201714 菇伞染色块; 201715 菇伞染色块; 201716 菇伞染色块; 201717 菇伞染色块; 201718 菇伞染色块; 201719 菇伞染色块; 201720 菇伞染色块; 201721 菇伞染色块; 201722 菇伞染色块; 201723 菇伞染色块; 201724 菇伞染色块; 201725 菇伞染色块; 201726 菇伞染色块; 201727 菇伞染色块; 201728 菇伞染色块; 201729 菇伞染色块; 201730 菇伞染色块; 201731 菇伞染色块; 201732 菇伞染色块; 201733 菇伞染色块; 201734 菇伞染色块,贴图列+_mix
mushroomfloorlamp.png,201769 蘑菇落地灯,贴图列精确
mushroomfloorlamp_mix.png,201769 蘑菇落地灯,贴图列+_mix
mushroomlamp.png,201705 暗影荧菇灯,贴图列精确
mushroomlamp_emi.png,201705 暗影荧菇灯,贴图列+_emi
mushroomlamp_mix.png,201705 暗影荧菇灯,贴图列+_mix
mushroomroundtable.png,201749 蘑菇圆桌,贴图列精确
mushroomroundtable_mix.png,201749 蘑菇圆桌,贴图列+_mix
mushroomscatteredstone.png,201906 蘑古碎石,贴图列精确
mushroomscatteredstone_mix.png,201906 蘑古碎石,贴图列+_mix
mushroomsmalltable.png,201770 蘑菇小圆桌,贴图列精确
mushroomsmalltable_mix.png,201770 蘑菇小圆桌,贴图列+_mix
mushroomsteak.png,200257 菇排,贴图列精确
mushroomsteak_mix.png,200257 菇排,贴图列+_mix
mushroomstone.png,201907 蘑晶石矿,贴图列精确
mushroomstone_emi.png,201907 蘑晶石矿,贴图列+_emi
mushroomstone_mix.png,201907 蘑晶石矿,贴图列+_mix
mushroomstool.png,201750 蘑菇矮凳,贴图列精确
mushroomstool_mix.png,201750 蘑菇矮凳,贴图列+_mix
mushroomvillagetotem.png,201019 蘑菇村图腾,贴图列精确
mushroomvillagetotem_mix.png,201019 蘑菇村图腾,贴图列+_mix
mushroomwalllamp.png,201752 蘑菇灯,贴图列精确
mushroomwalllamp_mix.png,201752 蘑菇灯,贴图列+_mix
music_box.png,1400 音乐盒,贴图列精确
musicbox_loop_bass.png,698 循环-电子,贴图列精确
musicbox_loop_bass_emi.png,698 循环-电子,贴图列+_emi
musicbox_loop_bass_mix.png,698 循环-电子,贴图列+_mix
musicbox_loop_drum.png,697 循环-鼓,贴图列精确
musicbox_loop_drum_emi.png,697 循环-鼓,贴图列+_emi
musicbox_loop_drum_mix.png,697 循环-鼓,贴图列+_mix
musicbox_loop_pad.png,699 循环-氛围,贴图列精确
musicbox_loop_pad_emi.png,699 循环-氛围,贴图列+_emi
musicbox_loop_pad_mix.png,699 循环-氛围,贴图列+_mix
musicbox_note_bass.png,694 乐器-电子,贴图列精确
musicbox_note_bass_emi.png,694 乐器-电子,贴图列+_emi
musicbox_note_bass_mix.png,694 乐器-电子,贴图列+_mix
musicbox_note_drum.png,693 乐器-鼓,贴图列精确
musicbox_note_drum_emi.png,693 乐器-鼓,贴图列+_emi
musicbox_note_drum_mix.png,693 乐器-鼓,贴图列+_mix
musicbox_note_lead.png,695 乐器-综合,贴图列精确
musicbox_note_lead_emi.png,695 乐器-综合,贴图列+_emi
musicbox_note_lead_mix.png,695 乐器-综合,贴图列+_mix
musicbox_tone_1.png,690 低音块,贴图列精确
musicbox_tone_1_emi.png,690 低音块,贴图列+_emi
musicbox_tone_1_mix.png,690 低音块,贴图列+_mix
musicbox_tone_2.png,691 中音块,贴图列精确
musicbox_tone_2_emi.png,691 中音块,贴图列+_emi
musicbox_tone_2_mix.png,691 中音块,贴图列+_mix
musicbox_tone_3.png,692 高音块,贴图列精确
musicbox_tone_3_emi.png,692 高音块,贴图列+_emi
musicbox_tone_3_mix.png,692 高音块,贴图列+_mix
musicbox_uncoil_fx.png,696 非循环-电子,贴图列精确
musicbox_uncoil_fx_emi.png,696 非循环-电子,贴图列+_emi
musicbox_uncoil_fx_mix.png,696 非循环-电子,贴图列+_mix
mutant_earthenshoots.png,266 变异土笋,贴图列精确
mutant_earthenshoots_emi.png,266 变异土笋,贴图列+_emi
mutant_earthenshoots_mix.png,266 变异土笋,贴图列+_mix
mutant_perilla.png,267 变异紫苏,贴图列精确
mutant_perilla_emi.png,267 变异紫苏,贴图列+_emi
mutant_perilla_mix.png,267 变异紫苏,贴图列+_mix
mutant_spores.png,,
mutant_spores_leaves.png,,
mutant_trunk.png,268 变异的植物杆; 286 变异紫苏杆,贴图列精确
mutant_trunk_mix.png,268 变异的植物杆; 286 变异紫苏杆,贴图列+_mix
mutant_trunk_top.png,268 变异的植物杆; 286 变异紫苏杆,贴图列+_top
mutant_trunk_top_mix.png,268 变异的植物杆; 286 变异紫苏杆,贴图列+_top
mycelium.png,464 菌丝体,贴图列精确
mycenachlorophos.png,837 荧光小菇; 838 新荧光小菇,贴图列精确
mycenachlorophos_emi.png,837 荧光小菇; 838 新荧光小菇,贴图列+_emi
mycenachlorophos_mix.png,837 荧光小菇; 838 新荧光小菇,贴图列+_mix
mysterious_fossil.png,447 神秘化石,贴图列精确
mysterious_fossil_emi.png,447 神秘化石,贴图列+_emi
mysterious_fossil_mix.png,447 神秘化石,贴图列+_mix
mysteryabyssblock.png,390116 秘渊块,贴图列精确
mysteryabyssblock_emi.png,390116 秘渊块,贴图列+_emi
mysteryabyssblock_mix.png,390116 秘渊块,贴图列+_mix
nest_block.png,1019 窝,贴图列精确
nest_block_mix.png,1019 窝,贴图列+_mix
new_pressure_bamboo.png,361 感压板-生物,贴图列精确
new_pressure_bamboo_mix.png,361 感压板-生物,贴图列+_mix
new_pressure_emi.png,359 感压板-触碰; 360 感压板-普通; 361 感压板-生物; 362 感压板-沙石,贴图列+_emi
new_pressure_sandstone.png,362 感压板-沙石,贴图列精确
new_pressure_stone.png,360 感压板-普通,贴图列精确
new_pressure_stone_mix.png,360 感压板-普通,贴图列+_mix
new_pressure_wood.png,359 感压板-触碰,贴图列精确
new_pressure_wood_mix.png,359 感压板-触碰,贴图列+_mix
new_sand.png,29 黄沙,贴图列精确
new_sand_mix.png,29 黄沙,贴图列+_mix
new_thorn.png,151024 绿色荆棘,贴图列精确
newbutton_stone.png,364 按钮-普通,贴图列精确
newbutton_stone1.png,363 按钮-触碰; 364 按钮-普通,贴图列+_stone1
newbutton_stone1_emi.png,363 按钮-触碰; 364 按钮-普通,贴图列+_stone1
newbutton_stone1_mix.png,363 按钮-触碰; 364 按钮-普通,贴图列+_stone1
newbutton_stone_emi.png,364 按钮-普通,贴图列+_emi
newbutton_stone_mix.png,364 按钮-普通,贴图列+_mix
newbutton_wood.png,363 按钮-触碰,贴图列精确
newbutton_wood1.png,363 按钮-触碰; 364 按钮-普通,贴图列+_wood1
newbutton_wood1_emi.png,363 按钮-触碰; 364 按钮-普通,贴图列+_wood1
newbutton_wood1_mix.png,363 按钮-触碰; 364 按钮-普通,贴图列+_wood1
newbutton_wood_emi.png,363 按钮-触碰,贴图列+_emi
newbutton_wood_mix.png,363 按钮-触碰,贴图列+_mix
newcorn.png,243 野生玉米,贴图列精确
newcorn1.png,243 野生玉米,贴图列精确
newcorn1_mix.png,243 野生玉米,贴图列+_mix
newmithsilver_pot.png,,
newstonepot.png,200108 石锅,贴图列精确
newstonepot_mix.png,200108 石锅,贴图列+_mix
nitrogencylinder.png,150926 氮气瓶,贴图列精确
niu.png,1145 春节窗花-牛,贴图列精确
normalwheel.png,150923 标准车轮,贴图列精确
not_gate_off.png,353 非门,贴图列精确
not_gate_off_mix.png,353 非门,贴图列+_mix
not_gate_on.png,353 非门,贴图列精确
not_gate_on_emi.png,353 非门,贴图列+_emi
not_gate_on_mix.png,353 非门,贴图列+_mix
notice_brass.png,815 黄铜星能幕布; 818 星能幕布（依附方块）,贴图列精确
notice_brass_emi.png,815 黄铜星能幕布; 818 星能幕布（依附方块）,贴图列+_emi
notice_brass_mix.png,815 黄铜星能幕布; 818 星能幕布（依附方块）,贴图列+_mix
notice_lava.png,890 熔岩星能幕布; 891 熔岩星能幕布（贴墙）,贴图列精确
notice_lava_emi.png,890 熔岩星能幕布; 891 熔岩星能幕布（贴墙）,贴图列+_emi
notice_lava_mix.png,890 熔岩星能幕布; 891 熔岩星能幕布（贴墙）,贴图列+_mix
notice_mithsilver.png,886 铸铁星能幕布; 887 铸铁星能幕布（贴墙）,贴图列精确
notice_mithsilver_emi.png,886 铸铁星能幕布; 887 铸铁星能幕布（贴墙）,贴图列+_emi
notice_mithsilver_mix.png,886 铸铁星能幕布; 887 铸铁星能幕布（贴墙）,贴图列+_mix
notice_titanium.png,888 钛金星能幕布; 889 钛金星能幕布（贴墙）,贴图列精确
notice_titanium_emi.png,888 钛金星能幕布; 889 钛金星能幕布（贴墙）,贴图列+_emi
notice_titanium_mix.png,888 钛金星能幕布; 889 钛金星能幕布（贴墙）,贴图列+_mix
oneseedling.png,,
oneseedling_voidtree.png,,
or_gate_off.png,355 或门,贴图列精确
or_gate_off_mix.png,355 或门,贴图列+_mix
or_gate_on.png,355 或门,贴图列精确
or_gate_on_emi.png,355 或门,贴图列+_emi
or_gate_on_mix.png,355 或门,贴图列+_mix
orange.png,,
orangeagave_middle.png,439 橙色忘忧草种子,贴图列+_middle
orangeagave_seed.png,439 橙色忘忧草种子,贴图列+_seed
oscillator.png,1182 星能振荡器,贴图列精确
oscillator_mix.png,1182 星能振荡器,贴图列+_mix
ostrich_egg.png,462 鸵鸟蛋,贴图列精确
ostrich_egg_mix.png,462 鸵鸟蛋,贴图列+_mix
output.png,,
oven1.png,1684 纯白烤箱,贴图列精确
oven1_rgb.png,1684 纯白烤箱,贴图列+_rgb
oven2.png,1685 银灰烤箱,贴图列精确
oven2_mix.png,1685 银灰烤箱,贴图列+_mix
oven3.png,1686 酷黑烤箱,贴图列精确
oven3_emi.png,1686 酷黑烤箱,贴图列+_emi
oven3_rgb.png,1686 酷黑烤箱,贴图列+_rgb
oxy.png,,
oxygenfruit_s0.png,1051 氧气果,贴图列+_s0
palmatus.png,1542 网盖红褶伞,贴图列精确
pan.png,,
pandalamp.png,201645 熊猫壁灯,贴图列精确
pandalamp_mix.png,201645 熊猫壁灯,贴图列+_mix
parallel_switch_mix.png,,
parallel_switch_off.png,1991 并联转换器,贴图列精确
parallel_switch_on.png,,
parallel_switch_on_emi.png,,
passengerseat.png,1091 乘客座,贴图列精确
passengerseat_mix.png,1091 乘客座,贴图列+_mix
pea.png,1533 豌豆,贴图列精确
peach.png,,
peanut.png,1510 花生,贴图列精确
pear.png,,
pedestal_boss.png,200106 怪物雕像底座,贴图列+_boss
pedestal_gold.png,200106 怪物雕像底座,贴图列+_gold
pedestal_stone.png,200106 怪物雕像底座,贴图列+_stone
pedestal_wood.png,200106 怪物雕像底座,贴图列+_wood
penguinnest.png,150028 企鹅窝,贴图列精确
penguinnest_mix.png,150028 企鹅窝,贴图列+_mix
peristele.png,1755 石柱,贴图列精确
peristele_mix.png,1755 石柱,贴图列+_mix
personalrevival.png,1079 个人集合点,贴图列精确
personalrevival_mix.png,1079 个人集合点,贴图列+_mix
pet_house.png,1405 宠物窝,贴图列精确
petbed.png,150935 宠物小窝,贴图列精确
petbed_mix.png,150935 宠物小窝,贴图列+_mix
petcabin.png,150936 宠物小屋,贴图列精确
petcabin_mix.png,150936 宠物小屋,贴图列+_mix
petcushion.png,201641 宠物坐垫,贴图列精确
petcushion_mix.png,201641 宠物坐垫,贴图列+_mix
petmat.png,201642 宠物地垫,贴图列精确
petmat_mix.png,201642 宠物地垫,贴图列+_mix
phyparts_1.png,,
phyparts_2.png,,
phyparts_3.png,,
phyparts_4.png,,
phyparts_5.png,,
phyparts_6.png,,
phyparts_7.png,,
phyparts_8.png,,
phyparts_blue.png,,
phyparts_deepgreen.png,,
phyparts_deepyellow.png,,
phyparts_green.png,,
phyparts_yellow.png,,
piano.png,726 钢琴,贴图列精确
piano1.png,726 钢琴,贴图列+1
piano_mix.png,726 钢琴,贴图列+_mix
picnicbasket.png,,
picnicbasket_mix.png,,
picture1.png,1674 抽象画,贴图列精确
picture1_rgb.png,1674 抽象画,贴图列+_rgb
picture2.png,1673 山水画,贴图列精确
picture2_rgb.png,1673 山水画,贴图列+_rgb
pineapple.png,1187 彼岸菠萝,贴图列精确
pineapple tree.png,,
pineapple_mix.png,1187 彼岸菠萝,贴图列+_mix
pineappletree.png,1536 菠萝,贴图列精确
pinecone.png,249 松果,贴图列精确
pinecone_s0.png,249 松果,贴图列+_s0
pinecone_s1.png,249 松果,贴图列+_s1
pinecone_s2.png,249 松果,贴图列+_s2
pingfan1.png,33 平凡晶核矿,贴图列精确
pingfan1_emi.png,33 平凡晶核矿,贴图列+_emi
pingfan1_proto.png,33 平凡晶核矿,贴图列+_proto
pingfan1_proto_emi.png,33 平凡晶核矿,贴图列+_proto
pingfan_x.png,33 平凡晶核矿,贴图列+_x
pingfan_y.png,33 平凡晶核矿,贴图列+_y
pingfan_z.png,33 平凡晶核矿,贴图列+_z
pinkagave_middle.png,441 粉色忘忧草种子,贴图列+_middle
pinkagave_seed.png,441 粉色忘忧草种子,贴图列+_seed
pinkpurpleglowmushroomblock.png,201767 粉紫色发光菇块,贴图列精确
pinkpurpleglowmushroomblock_emi.png,201767 粉紫色发光菇块,贴图列+_emi
pinkpurpleglowmushroomblock_mix.png,201767 粉紫色发光菇块,贴图列+_mix
plainsvillagetotem.png,201014 草原部落图腾,贴图列精确
plainsvillagetotem_mix.png,201014 草原部落图腾,贴图列+_mix
planet_famer.png,1050 星球植物培养基,贴图列精确
planet_famer_bottom.png,1050 星球植物培养基,贴图列+_bottom
planet_famer_top.png,1050 星球植物培养基,贴图列+_top
planetstonebrick.png,152 星球岩竖薄板; 570 星球岩薄板; 571 星球岩楼梯; 572 星球岩墙; 573 星球岩石砖; 1244 星球岩斜板; 1267 星球岩薄斜板; 1268 星球岩大薄斜板; 1311 星球岩竖薄斜板; 1312 星球岩竖大薄斜板; 1355 星球岩竖板; 170001 星球岩三棱柱; 171001 星球岩弧板; 172001 星球岩薄弧板; 173001 星球岩大薄弧板; 174001 星球岩竖薄弧板; 175001 星球岩大竖薄弧板; 176001 星球岩棱锥,贴图列精确
planetstonebrick_mix.png,152 星球岩竖薄板; 570 星球岩薄板; 571 星球岩楼梯; 572 星球岩墙; 573 星球岩石砖; 1244 星球岩斜板; 1267 星球岩薄斜板; 1268 星球岩大薄斜板; 1311 星球岩竖薄斜板; 1312 星球岩竖大薄斜板; 1355 星球岩竖板; 170001 星球岩三棱柱; 171001 星球岩弧板; 172001 星球岩薄弧板; 173001 星球岩大薄弧板; 174001 星球岩竖薄弧板; 175001 星球岩大竖薄弧板; 176001 星球岩棱锥,贴图列+_mix
planetstonebrick_snow_down_more.png,152 星球岩竖薄板; 570 星球岩薄板; 571 星球岩楼梯; 572 星球岩墙; 573 星球岩石砖; 1244 星球岩斜板; 1267 星球岩薄斜板; 1268 星球岩大薄斜板; 1311 星球岩竖薄斜板; 1312 星球岩竖大薄斜板; 1355 星球岩竖板; 170001 星球岩三棱柱; 171001 星球岩弧板; 172001 星球岩薄弧板; 173001 星球岩大薄弧板; 174001 星球岩竖薄弧板; 175001 星球岩大竖薄弧板; 176001 星球岩棱锥,贴图列+_snow
planetstonebrick_snow_horizontal_halftriangle.png,152 星球岩竖薄板; 570 星球岩薄板; 571 星球岩楼梯; 572 星球岩墙; 573 星球岩石砖; 1244 星球岩斜板; 1267 星球岩薄斜板; 1268 星球岩大薄斜板; 1311 星球岩竖薄斜板; 1312 星球岩竖大薄斜板; 1355 星球岩竖板; 170001 星球岩三棱柱; 171001 星球岩弧板; 172001 星球岩薄弧板; 173001 星球岩大薄弧板; 174001 星球岩竖薄弧板; 175001 星球岩大竖薄弧板; 176001 星球岩棱锥,贴图列+_snow
planetstonebrick_snow_side.png,152 星球岩竖薄板; 570 星球岩薄板; 571 星球岩楼梯; 572 星球岩墙; 573 星球岩石砖; 1244 星球岩斜板; 1267 星球岩薄斜板; 1268 星球岩大薄斜板; 1311 星球岩竖薄斜板; 1312 星球岩竖大薄斜板; 1355 星球岩竖板; 170001 星球岩三棱柱; 171001 星球岩弧板; 172001 星球岩薄弧板; 173001 星球岩大薄弧板; 174001 星球岩竖薄弧板; 175001 星球岩大竖薄弧板; 176001 星球岩棱锥,贴图列+_snow
planetstonebrick_snow_trapezoid_down.png,152 星球岩竖薄板; 570 星球岩薄板; 571 星球岩楼梯; 572 星球岩墙; 573 星球岩石砖; 1244 星球岩斜板; 1267 星球岩薄斜板; 1268 星球岩大薄斜板; 1311 星球岩竖薄斜板; 1312 星球岩竖大薄斜板; 1355 星球岩竖板; 170001 星球岩三棱柱; 171001 星球岩弧板; 172001 星球岩薄弧板; 173001 星球岩大薄弧板; 174001 星球岩竖薄弧板; 175001 星球岩大竖薄弧板; 176001 星球岩棱锥,贴图列+_snow
planetstonebrick_snow_trapezoid_up.png,152 星球岩竖薄板; 570 星球岩薄板; 571 星球岩楼梯; 572 星球岩墙; 573 星球岩石砖; 1244 星球岩斜板; 1267 星球岩薄斜板; 1268 星球岩大薄斜板; 1311 星球岩竖薄斜板; 1312 星球岩竖大薄斜板; 1355 星球岩竖板; 170001 星球岩三棱柱; 171001 星球岩弧板; 172001 星球岩薄弧板; 173001 星球岩大薄弧板; 174001 星球岩竖薄弧板; 175001 星球岩大竖薄弧板; 176001 星球岩棱锥,贴图列+_snow
planetstonebrick_snow_trapezoid_up_second.png,152 星球岩竖薄板; 570 星球岩薄板; 571 星球岩楼梯; 572 星球岩墙; 573 星球岩石砖; 1244 星球岩斜板; 1267 星球岩薄斜板; 1268 星球岩大薄斜板; 1311 星球岩竖薄斜板; 1312 星球岩竖大薄斜板; 1355 星球岩竖板; 170001 星球岩三棱柱; 171001 星球岩弧板; 172001 星球岩薄弧板; 173001 星球岩大薄弧板; 174001 星球岩竖薄弧板; 175001 星球岩大竖薄弧板; 176001 星球岩棱锥,贴图列+_snow
planetstonebrick_snow_triangle.png,152 星球岩竖薄板; 570 星球岩薄板; 571 星球岩楼梯; 572 星球岩墙; 573 星球岩石砖; 1244 星球岩斜板; 1267 星球岩薄斜板; 1268 星球岩大薄斜板; 1311 星球岩竖薄斜板; 1312 星球岩竖大薄斜板; 1355 星球岩竖板; 170001 星球岩三棱柱; 171001 星球岩弧板; 172001 星球岩薄弧板; 173001 星球岩大薄弧板; 174001 星球岩竖薄弧板; 175001 星球岩大竖薄弧板; 176001 星球岩棱锥,贴图列+_snow
planetstonebrick_snow_vertical_halftriangle.png,152 星球岩竖薄板; 570 星球岩薄板; 571 星球岩楼梯; 572 星球岩墙; 573 星球岩石砖; 1244 星球岩斜板; 1267 星球岩薄斜板; 1268 星球岩大薄斜板; 1311 星球岩竖薄斜板; 1312 星球岩竖大薄斜板; 1355 星球岩竖板; 170001 星球岩三棱柱; 171001 星球岩弧板; 172001 星球岩薄弧板; 173001 星球岩大薄弧板; 174001 星球岩竖薄弧板; 175001 星球岩大竖薄弧板; 176001 星球岩棱锥,贴图列+_snow
plank_floating.png,248 漂浮的木板,贴图列精确
plank_floating_mix.png,248 漂浮的木板,贴图列+_mix
planks_anthocyaninpurple.png,160031 花青紫木板; 161018 花青紫薄板; 162019 花青紫竖薄板; 163020 花青紫斜板; 164019 花青紫竖板; 165019 花青紫薄斜板; 166019 花青紫大薄斜板; 167019 花青紫竖薄斜板; 168019 花青紫竖大薄斜板; 169018 花青紫楼梯; 170042 花青紫三棱柱; 171042 花青紫弧板; 172042 花青紫薄弧板; 173042 花青紫大薄弧板; 174042 花青紫竖薄弧板; 175042 花青紫大竖薄弧板; 176042 花青紫棱锥,贴图列精确
planks_anthocyaninpurple_mix.png,160031 花青紫木板; 161018 花青紫薄板; 162019 花青紫竖薄板; 163020 花青紫斜板; 164019 花青紫竖板; 165019 花青紫薄斜板; 166019 花青紫大薄斜板; 167019 花青紫竖薄斜板; 168019 花青紫竖大薄斜板; 169018 花青紫楼梯; 170042 花青紫三棱柱; 171042 花青紫弧板; 172042 花青紫薄弧板; 173042 花青紫大薄弧板; 174042 花青紫竖薄弧板; 175042 花青紫大竖薄弧板; 176042 花青紫棱锥,贴图列+_mix
planks_arbor.png,164 柠檬黄竖薄板; 375 柠檬黄木板; 376 柠檬黄楼梯; 377 柠檬黄薄板; 1256 柠檬黄斜板; 1291 柠檬黄薄斜板; 1292 柠檬黄大薄斜板; 1335 柠檬黄竖薄斜板; 1336 柠檬黄竖大薄斜板; 1367 柠檬黄竖板; 170013 柠檬黄三棱柱; 171013 柠檬黄弧板; 172013 柠檬黄薄弧板; 173013 柠檬黄大薄弧板; 174013 柠檬黄竖薄弧板; 175013 柠檬黄大竖薄弧板; 176013 柠檬黄棱锥,贴图列精确
planks_arbor_mix.png,164 柠檬黄竖薄板; 375 柠檬黄木板; 376 柠檬黄楼梯; 377 柠檬黄薄板; 1256 柠檬黄斜板; 1291 柠檬黄薄斜板; 1292 柠檬黄大薄斜板; 1335 柠檬黄竖薄斜板; 1336 柠檬黄竖大薄斜板; 1367 柠檬黄竖板; 170013 柠檬黄三棱柱; 171013 柠檬黄弧板; 172013 柠檬黄薄弧板; 173013 柠檬黄大薄弧板; 174013 柠檬黄竖薄弧板; 175013 柠檬黄大竖薄弧板; 176013 柠檬黄棱锥,贴图列+_mix
planks_arbor_snow_down_more.png,164 柠檬黄竖薄板; 375 柠檬黄木板; 376 柠檬黄楼梯; 377 柠檬黄薄板; 1256 柠檬黄斜板; 1291 柠檬黄薄斜板; 1292 柠檬黄大薄斜板; 1335 柠檬黄竖薄斜板; 1336 柠檬黄竖大薄斜板; 1367 柠檬黄竖板; 170013 柠檬黄三棱柱; 171013 柠檬黄弧板; 172013 柠檬黄薄弧板; 173013 柠檬黄大薄弧板; 174013 柠檬黄竖薄弧板; 175013 柠檬黄大竖薄弧板; 176013 柠檬黄棱锥,贴图列+_snow
planks_arbor_snow_horizontal_halftriangle.png,164 柠檬黄竖薄板; 375 柠檬黄木板; 376 柠檬黄楼梯; 377 柠檬黄薄板; 1256 柠檬黄斜板; 1291 柠檬黄薄斜板; 1292 柠檬黄大薄斜板; 1335 柠檬黄竖薄斜板; 1336 柠檬黄竖大薄斜板; 1367 柠檬黄竖板; 170013 柠檬黄三棱柱; 171013 柠檬黄弧板; 172013 柠檬黄薄弧板; 173013 柠檬黄大薄弧板; 174013 柠檬黄竖薄弧板; 175013 柠檬黄大竖薄弧板; 176013 柠檬黄棱锥,贴图列+_snow
planks_arbor_snow_side.png,164 柠檬黄竖薄板; 375 柠檬黄木板; 376 柠檬黄楼梯; 377 柠檬黄薄板; 1256 柠檬黄斜板; 1291 柠檬黄薄斜板; 1292 柠檬黄大薄斜板; 1335 柠檬黄竖薄斜板; 1336 柠檬黄竖大薄斜板; 1367 柠檬黄竖板; 170013 柠檬黄三棱柱; 171013 柠檬黄弧板; 172013 柠檬黄薄弧板; 173013 柠檬黄大薄弧板; 174013 柠檬黄竖薄弧板; 175013 柠檬黄大竖薄弧板; 176013 柠檬黄棱锥,贴图列+_snow
planks_arbor_snow_trapezoid_down.png,164 柠檬黄竖薄板; 375 柠檬黄木板; 376 柠檬黄楼梯; 377 柠檬黄薄板; 1256 柠檬黄斜板; 1291 柠檬黄薄斜板; 1292 柠檬黄大薄斜板; 1335 柠檬黄竖薄斜板; 1336 柠檬黄竖大薄斜板; 1367 柠檬黄竖板; 170013 柠檬黄三棱柱; 171013 柠檬黄弧板; 172013 柠檬黄薄弧板; 173013 柠檬黄大薄弧板; 174013 柠檬黄竖薄弧板; 175013 柠檬黄大竖薄弧板; 176013 柠檬黄棱锥,贴图列+_snow
planks_arbor_snow_trapezoid_up.png,164 柠檬黄竖薄板; 375 柠檬黄木板; 376 柠檬黄楼梯; 377 柠檬黄薄板; 1256 柠檬黄斜板; 1291 柠檬黄薄斜板; 1292 柠檬黄大薄斜板; 1335 柠檬黄竖薄斜板; 1336 柠檬黄竖大薄斜板; 1367 柠檬黄竖板; 170013 柠檬黄三棱柱; 171013 柠檬黄弧板; 172013 柠檬黄薄弧板; 173013 柠檬黄大薄弧板; 174013 柠檬黄竖薄弧板; 175013 柠檬黄大竖薄弧板; 176013 柠檬黄棱锥,贴图列+_snow
planks_arbor_snow_trapezoid_up_second.png,164 柠檬黄竖薄板; 375 柠檬黄木板; 376 柠檬黄楼梯; 377 柠檬黄薄板; 1256 柠檬黄斜板; 1291 柠檬黄薄斜板; 1292 柠檬黄大薄斜板; 1335 柠檬黄竖薄斜板; 1336 柠檬黄竖大薄斜板; 1367 柠檬黄竖板; 170013 柠檬黄三棱柱; 171013 柠檬黄弧板; 172013 柠檬黄薄弧板; 173013 柠檬黄大薄弧板; 174013 柠檬黄竖薄弧板; 175013 柠檬黄大竖薄弧板; 176013 柠檬黄棱锥,贴图列+_snow
planks_arbor_snow_triangle.png,164 柠檬黄竖薄板; 375 柠檬黄木板; 376 柠檬黄楼梯; 377 柠檬黄薄板; 1256 柠檬黄斜板; 1291 柠檬黄薄斜板; 1292 柠檬黄大薄斜板; 1335 柠檬黄竖薄斜板; 1336 柠檬黄竖大薄斜板; 1367 柠檬黄竖板; 170013 柠檬黄三棱柱; 171013 柠檬黄弧板; 172013 柠檬黄薄弧板; 173013 柠檬黄大薄弧板; 174013 柠檬黄竖薄弧板; 175013 柠檬黄大竖薄弧板; 176013 柠檬黄棱锥,贴图列+_snow
